,filepath,filename,LangOrInstru,VoiOrNot,startPoint,endPoint,FSkhz,expdur,maxsil,totalLengCur,corpus,mat_filename,gender,speaker/artist,Genre,corpus_type
210,"data/musicCorp/CD/Charles Mackerras_ Scottish Chamber Orchestra/Beethoven_ Symphonies [Disc 3]/3-03 Beethoven_ Symphony #5 In C Minor, Op. 67 - 3. Scherzo_ Allegro.m4a","3-03 Beethoven_ Symphony #5 In C Minor, Op. 67 - 3. Scherzo_ Allegro",multi,0,1,5292000,44.1,120,0.2612925170068027,120,CD,"STM_output/MATs/music_mat_wl4_CD/3-03 Beethoven_ Symphony #5 In C Minor, Op. 67 - 3. Scherzo_ Allegro_MS2024.mat",,Charles Mackerras,Classical,music
211,data/musicCorp/CD/Ivo Pogorelich/Mozart_ Piano Sonatas K.283 _ K.331 _ Fantasia K.397/07 3. Alla Turca (Allegretto).m4a,07 3. Alla Turca (Allegretto),piano,0,1,5468400,44.1,124,0.017891156462585,120,CD,STM_output/MATs/music_mat_wl4_CD/07 3. Alla Turca (Allegretto)_MS2024.mat,,Ivo Pogorelich,Classical,music
212,data/musicCorp/CD/Jaqueline Ros/The Complete Sonatas _ Partitas For Solo Violin Vol. II/06 BWV1005 I. Adagio.m4a,06 BWV1005 I. Adagio,violin,0,1,5292000,44.1,120,0.0537641723356009,120,CD,STM_output/MATs/music_mat_wl4_CD/06 BWV1005 I. Adagio_MS2024.mat,,Jaqueline Ros,Classical,music
215,"data/musicCorp/CD/Julian Bream/Bream Collection, Vol. 9 - Baroque Guitar/01 Sanz_ Pavanas.m4a",01 Sanz_ Pavanas,guitar,0,1,5468400,44.1,124,0.0536507936507936,120,CD,STM_output/MATs/music_mat_wl4_CD/01 Sanz_ Pavanas_MS2024.mat,,Julian Bream,Classical,music
216,data/musicCorp/CD/Melia Watras/Viola Solo/03 Arad_ Sonata For Viola Solo - Finale Sul Ponticello.m4a,03 Arad_ Sonata For Viola Solo - Finale Sul Ponticello,viola,0,1,4233600,44.1,96,0.1088662131519274,96,CD,STM_output/MATs/music_mat_wl4_CD/03 Arad_ Sonata For Viola Solo - Finale Sul Ponticello_MS2024.mat,,Melia Watras,Classical,music
217,"data/musicCorp/CD/Claudio Abbado_ Orchestra Mozart/Mozart_ Symphonies #39 _ 40/03 Mozart_ Symphony #39 In E Flat, K 543 - 3. Menuetto.m4a","03 Mozart_ Symphony #39 In E Flat, K 543 - 3. Menuetto",multi,0,1,5292000,44.1,120,0.6587528344671202,120,CD,"STM_output/MATs/music_mat_wl4_CD/03 Mozart_ Symphony #39 In E Flat, K 543 - 3. Menuetto_MS2024.mat",,Claudio Abbado,Classical,music
218,"data/musicCorp/CD/Helen Callus/J.S. Bach_ Six Cello Suites on Viola [Disc 1]/1-14 Suite No.3 in C major, BWV 1009 _ II. Allemande.m4a","1-14 Suite No.3 in C major, BWV 1009 _ II. Allemande",viola,0,1,5292000,44.1,120,0.7271428571428571,120,CD,"STM_output/MATs/music_mat_wl4_CD/1-14 Suite No.3 in C major, BWV 1009 _ II. Allemande_MS2024.mat",,Helen Callus,Classical,music
219,"data/musicCorp/CD/Rinaldo Alessandrini_ Concerto Italiano/Bach_ Brandenburg Concertos [Disc 2]/2-03 Bach_ Brandenburg Concerto #4 In G, BWV 1049 - 3. Presto.m4a","2-03 Bach_ Brandenburg Concerto #4 In G, BWV 1049 - 3. Presto",multi,0,1,5292000,44.1,120,0.0251020408163265,120,CD,"STM_output/MATs/music_mat_wl4_CD/2-03 Bach_ Brandenburg Concerto #4 In G, BWV 1049 - 3. Presto_MS2024.mat",,Rinaldo Alessandrini,Classical,music
220,"data/musicCorp/CD/Edgar Meyer/Bach_ Unaccompanied Cello Suites Performed On Double Bass/10 Bach_ Cello Suite #1 In G, BWV 1007 - 4. Sarabande.m4a","10 Bach_ Cello Suite #1 In G, BWV 1007 - 4. Sarabande",cello,0,1,5292000,44.1,120,0.0475963718820861,120,CD,"STM_output/MATs/music_mat_wl4_CD/10 Bach_ Cello Suite #1 In G, BWV 1007 - 4. Sarabande_MS2024.mat",,Edgar Meyer,Classical,music
221,"data/musicCorp/CD/Edgar Meyer/Bach_ Unaccompanied Cello Suites Performed On Double Bass/10 Bach_ Cello Suite #1 In G, BWV 1007 - 4. Sarabande.m4a","10 Bach_ Cello Suite #1 In G, BWV 1007 - 4. Sarabande",cello,0,1,5292000,44.1,120,0.0475963718820861,120,CD,"STM_output/MATs/music_mat_wl4_CD/10 Bach_ Cello Suite #1 In G, BWV 1007 - 4. Sarabande_MS2024.mat",,Edgar Meyer,Classical,music
222,data/musicCorp/CD/Kim Kashkashian/Hindemith_ Viola Sonatas [Disc 1]/1-13 Hindemith_ Sonate F++r Viola Solo Op. 11_5 - 3. Scherzo. Schell.m4a,1-13 Hindemith_ Sonate F++r Viola Solo Op. 11_5 - 3. Scherzo. Schell,viola,0,1,5292000,44.1,120,0.8856462585034014,120,CD,STM_output/MATs/music_mat_wl4_CD/1-13 Hindemith_ Sonate F++r Viola Solo Op. 11_5 - 3. Scherzo. Schell_MS2024.mat,,Kim Kashkashian,Classical,music
223,"data/musicCorp/CD/Yo-Yo Ma/Bach_ Cello Suites [Disc 2]/2-12 Bach_ Cello Suite #3 In C, BWV 1009 - 6. Gigue.m4a","2-12 Bach_ Cello Suite #3 In C, BWV 1009 - 6. Gigue",cello,0,1,5292000,44.1,120,0.229750566893424,120,CD,"STM_output/MATs/music_mat_wl4_CD/2-12 Bach_ Cello Suite #3 In C, BWV 1009 - 6. Gigue_MS2024.mat",,Yo-Yo Ma,Classical,music
224,"data/musicCorp/CD/Evgeny Kissin/Beethoven_ Moonlight Sonata Franck_ Prelude, Chorale _ Fugue, Etc_/05 Franck_ Prelude, Chorale _ Fugue - 2. Chorale.m4a","05 Franck_ Prelude, Chorale _ Fugue - 2. Chorale",piano,0,1,5292000,44.1,120,0.1365532879818594,120,CD,"STM_output/MATs/music_mat_wl4_CD/05 Franck_ Prelude, Chorale _ Fugue - 2. Chorale_MS2024.mat",,Evgeny Kissin,Classical,music
225,data/musicCorp/CD/Red Hot Chili Peppers/Californication/01 Around The World.m4a,01 Around The World,multi_Voi,1,1,5292000,44.1,120,0.4280272108843537,120,CD,STM_output/MATs/music_mat_wl4_CD/01 Around The World_MS2024.mat,,Red Hot Chili Peppers,Rock,music
226,data/musicCorp/CD/Kim Kashkashian/Hindemith_ Viola Sonatas [Disc 1]/1-09 Hindemith_ Sonate F++r Viola Solo (1937) - 2. Langsame Viertel.m4a,1-09 Hindemith_ Sonate F++r Viola Solo (1937) - 2. Langsame Viertel,viola,0,1,5468400,44.1,124,0.7848072562358277,120,CD,STM_output/MATs/music_mat_wl4_CD/1-09 Hindemith_ Sonate F++r Viola Solo (1937) - 2. Langsame Viertel_MS2024.mat,,Kim Kashkashian,Classical,music
227,data/musicCorp/CD/The Beatles/1962-1966 [Disc 1]/1-13 Yesterday.m4a,1-13 Yesterday,multi_Voi,1,1,5292000,44.1,120,0.456281179138322,120,CD,STM_output/MATs/music_mat_wl4_CD/1-13 Yesterday_MS2024.mat,,The Beatles,Rock,music
228,"data/musicCorp/CD/Murray Perahia/Mozart_ Piano Sonatas K 310, 331 _ 533/03 Mozart_ Piano Sonata #8 In A Minor, K 310 - 3. Presto.m4a","03 Mozart_ Piano Sonata #8 In A Minor, K 310 - 3. Presto",piano,0,1,5292000,44.1,120,0.1216326530612244,120,CD,"STM_output/MATs/music_mat_wl4_CD/03 Mozart_ Piano Sonata #8 In A Minor, K 310 - 3. Presto_MS2024.mat",,Murray Perahia,Classical,music
229,data/musicCorp/CD/Arcade Fire/Arcade Fire/12 Deep Blue.m4a,12 Deep Blue,multi_Voi,1,1,5292000,44.1,120,0.142766439909297,120,CD,STM_output/MATs/music_mat_wl4_CD/12 Deep Blue_MS2024.mat,,Arcade Fire,Rock,music
230,"data/musicCorp/CD/Rinaldo Alessandrini_ Concerto Italiano/Bach_ Brandenburg Concertos [Disc 1]/1-01 Bach_ Brandenburg Concerto #1 In F, BWV 1046 - [Allegro].m4a","1-01 Bach_ Brandenburg Concerto #1 In F, BWV 1046 - [Allegro]",multi,0,1,5292000,44.1,120,0.6788208616780045,120,CD,"STM_output/MATs/music_mat_wl4_CD/1-01 Bach_ Brandenburg Concerto #1 In F, BWV 1046 - [Allegro]_MS2024.mat",,Rinaldo Alessandrini,Classical,music
231,"data/musicCorp/CD/Yo-Yo Ma/Bach_ Cello Suites [Disc 2]/2-10 Bach_ Cello Suite #3 In C, BWV 1009 - 4. Sarabande.m4a","2-10 Bach_ Cello Suite #3 In C, BWV 1009 - 4. Sarabande",cello,0,1,5292000,44.1,120,0.4142176870748299,120,CD,"STM_output/MATs/music_mat_wl4_CD/2-10 Bach_ Cello Suite #3 In C, BWV 1009 - 4. Sarabande_MS2024.mat",,Yo-Yo Ma,Classical,music
232,"data/musicCorp/CD/Frans Brüggen_ Orchestra Of The 18th Century/Mozart_ Symphony #41/03 Mozart_ Symphony #41 In C, K 551, _Jupiter_ - 3. Menuetto _ Trio (Allegretto).m4a","03 Mozart_ Symphony #41 In C, K 551, _Jupiter_ - 3. Menuetto _ Trio (Allegretto)",multi,0,1,5292000,44.1,120,0.4068934240362812,120,CD,"STM_output/MATs/music_mat_wl4_CD/03 Mozart_ Symphony #41 In C, K 551, _Jupiter_ - 3. Menuetto _ Trio (Allegretto)_MS2024.mat",,Frans Brüggen,Classical,music
233,data/musicCorp/CD/Lyon James And Marylene Dosse/French Romantic Women Composers/10 Farrenc Sonata_ Allegro grazioso.m4a,10 Farrenc Sonata_ Allegro grazioso,"violin, piano",0,1,5292000,44.1,120,0.665328798185941,120,CD,STM_output/MATs/music_mat_wl4_CD/10 Farrenc Sonata_ Allegro grazioso_MS2024.mat,,Lyon James And Marylene Dosse,Classical,music
234,"data/musicCorp/CD/Charles Mackerras_ Scottish Chamber Orchestra/Beethoven_ Symphonies [Disc 2]/2-06 Beethoven_ Symphony #4 In B Flat, Op. 60 - 2. Adagio.m4a","2-06 Beethoven_ Symphony #4 In B Flat, Op. 60 - 2. Adagio",multi,0,1,5292000,44.1,120,0.2955328798185941,120,CD,"STM_output/MATs/music_mat_wl4_CD/2-06 Beethoven_ Symphony #4 In B Flat, Op. 60 - 2. Adagio_MS2024.mat",,Charles Mackerras,Classical,music
235,data/musicCorp/CD/Red Hot Chili Peppers/Californication/09 Emit Remmus.m4a,09 Emit Remmus,multi_Voi,1,1,5292000,44.1,120,0.1345351473922902,120,CD,STM_output/MATs/music_mat_wl4_CD/09 Emit Remmus_MS2024.mat,,Red Hot Chili Peppers,Rock,music
236,"data/musicCorp/CD/Julian Bream/Bream Collection, Vol. 9 - Baroque Guitar/02 Sanz_ Galliardas.m4a",02 Sanz_ Galliardas,guitar,0,1,3704400,44.1,84,0.3053741496598639,84,CD,STM_output/MATs/music_mat_wl4_CD/02 Sanz_ Galliardas_MS2024.mat,,Julian Bream,Classical,music
237,"data/musicCorp/CD/Charles Mackerras_ Scottish Chamber Orchestra/Beethoven_ Symphonies [Disc 2]/2-05 Beethoven_ Symphony #4 In B Flat, Op. 60 - 1. Adagio, Allegro Vivace.m4a","2-05 Beethoven_ Symphony #4 In B Flat, Op. 60 - 1. Adagio, Allegro Vivace",multi,0,1,5468400,44.1,124,0.3814512471655328,120,CD,"STM_output/MATs/music_mat_wl4_CD/2-05 Beethoven_ Symphony #4 In B Flat, Op. 60 - 1. Adagio, Allegro Vivace_MS2024.mat",,Charles Mackerras,Classical,music
238,data/musicCorp/CD/Miles Davis/Kind Of Blue/06 Flamenco Sketches [Alternate].m4a,06 Flamenco Sketches [Alternate],multi,0,1,5292000,44.1,120,0.0879365079365079,120,CD,STM_output/MATs/music_mat_wl4_CD/06 Flamenco Sketches [Alternate]_MS2024.mat,,Miles Davis,Jazz,music
239,data/musicCorp/CD/The Beatles/1967-1970 [Disc 2]/2-13 Across The Universe.m4a,2-13 Across The Universe,multi_Voi,1,1,5292000,44.1,120,0.5328571428571428,120,CD,STM_output/MATs/music_mat_wl4_CD/2-13 Across The Universe_MS2024.mat,,The Beatles,Rock,music
241,data/musicCorp/CD/U2/The Best Of 1980-1990/11 Desire.m4a,11 Desire,multi_Voi,1,1,5292000,44.1,120,0.1896145124716553,120,CD,STM_output/MATs/music_mat_wl4_CD/11 Desire_MS2024.mat,,U2,Rock,music
242,"data/musicCorp/CD/Kim Kashkashian/Hindemith_ Viola Sonatas [Disc 1]/1-03 Hindemith_ Sonate F++r Viola Solo, Op. 31_4 - 3. Thema Mit Variationen.m4a","1-03 Hindemith_ Sonate F++r Viola Solo, Op. 31_4 - 3. Thema Mit Variationen",viola,0,1,5292000,44.1,120,0.6449659863945578,120,CD,"STM_output/MATs/music_mat_wl4_CD/1-03 Hindemith_ Sonate F++r Viola Solo, Op. 31_4 - 3. Thema Mit Variationen_MS2024.mat",,Kim Kashkashian,Classical,music
243,data/musicCorp/CD/The Beatles/1967-1970 [Disc 1]/1-12 Lady Madonna.m4a,1-12 Lady Madonna,multi_Voi,1,1,5292000,44.1,120,0.4543083900226757,120,CD,STM_output/MATs/music_mat_wl4_CD/1-12 Lady Madonna_MS2024.mat,,The Beatles,Rock,music
244,"data/musicCorp/CD/Helen Callus/J.S. Bach_ Six Cello Suites on Viola [Disc 1]/1-10 Suite No.2 in D minor, BWV 1008 _ IV. Sarabande.m4a","1-10 Suite No.2 in D minor, BWV 1008 _ IV. Sarabande",viola,0,1,5292000,44.1,120,0.2032426303854875,120,CD,"STM_output/MATs/music_mat_wl4_CD/1-10 Suite No.2 in D minor, BWV 1008 _ IV. Sarabande_MS2024.mat",,Helen Callus,Classical,music
245,"data/musicCorp/CD/Yo-Yo Ma/Bach_ Cello Suites [Disc 1]/1-04 Bach_ Cello Suite #1 In G, BWV 1007 - 4. Sarabande.m4a","1-04 Bach_ Cello Suite #1 In G, BWV 1007 - 4. Sarabande",cello,0,1,5292000,44.1,120,0.8573469387755102,120,CD,"STM_output/MATs/music_mat_wl4_CD/1-04 Bach_ Cello Suite #1 In G, BWV 1007 - 4. Sarabande_MS2024.mat",,Yo-Yo Ma,Classical,music
246,"data/musicCorp/CD/Yo-Yo Ma/Bach_ Cello Suites [Disc 1]/1-04 Bach_ Cello Suite #1 In G, BWV 1007 - 4. Sarabande.m4a","1-04 Bach_ Cello Suite #1 In G, BWV 1007 - 4. Sarabande",cello,0,1,5292000,44.1,120,0.8573469387755102,120,CD,"STM_output/MATs/music_mat_wl4_CD/1-04 Bach_ Cello Suite #1 In G, BWV 1007 - 4. Sarabande_MS2024.mat",,Yo-Yo Ma,Classical,music
247,"data/musicCorp/CD/Edgar Meyer/Bach_ Unaccompanied Cello Suites Performed On Double Bass/02 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 2. Allemande.m4a","02 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 2. Allemande",cello,0,1,5292000,44.1,120,0.5724036281179138,120,CD,"STM_output/MATs/music_mat_wl4_CD/02 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 2. Allemande_MS2024.mat",,Edgar Meyer,Classical,music
248,"data/musicCorp/CD/Edgar Meyer/Bach_ Unaccompanied Cello Suites Performed On Double Bass/02 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 2. Allemande.m4a","02 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 2. Allemande",cello,0,1,5292000,44.1,120,0.5724036281179138,120,CD,"STM_output/MATs/music_mat_wl4_CD/02 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 2. Allemande_MS2024.mat",,Edgar Meyer,Classical,music
249,"data/musicCorp/CD/Edgar Meyer/Bach_ Unaccompanied Cello Suites Performed On Double Bass/14 Bach_ Cello Suite #5 In C Minor, BWV 1011 - 2. Allemande.m4a","14 Bach_ Cello Suite #5 In C Minor, BWV 1011 - 2. Allemande",cello,0,1,5292000,44.1,120,0.069501133786848,120,CD,"STM_output/MATs/music_mat_wl4_CD/14 Bach_ Cello Suite #5 In C Minor, BWV 1011 - 2. Allemande_MS2024.mat",,Edgar Meyer,Classical,music
250,"data/musicCorp/CD/Edgar Meyer/Bach_ Unaccompanied Cello Suites Performed On Double Bass/14 Bach_ Cello Suite #5 In C Minor, BWV 1011 - 2. Allemande.m4a","14 Bach_ Cello Suite #5 In C Minor, BWV 1011 - 2. Allemande",cello,0,1,5292000,44.1,120,0.069501133786848,120,CD,"STM_output/MATs/music_mat_wl4_CD/14 Bach_ Cello Suite #5 In C Minor, BWV 1011 - 2. Allemande_MS2024.mat",,Edgar Meyer,Classical,music
251,"data/musicCorp/CD/Murray Perahia/Mozart_ Piano Sonatas K 310, 331 _ 533/01 Mozart_ Piano Sonata #8 In A Minor, K 310 - 1. Allegro Maestoso.m4a","01 Mozart_ Piano Sonata #8 In A Minor, K 310 - 1. Allegro Maestoso",piano,0,1,5292000,44.1,120,0.4040589569160998,120,CD,"STM_output/MATs/music_mat_wl4_CD/01 Mozart_ Piano Sonata #8 In A Minor, K 310 - 1. Allegro Maestoso_MS2024.mat",,Murray Perahia,Classical,music
252,"data/musicCorp/CD/Rinaldo Alessandrini_ Concerto Italiano/Bach_ Brandenburg Concertos [Disc 1]/1-05 Bach_ Brandenburg Concerto #1 In F, BWV 1046 - Trio.m4a","1-05 Bach_ Brandenburg Concerto #1 In F, BWV 1046 - Trio",multi,0,1,2998800,44.1,68,0.006938775510204,68,CD,"STM_output/MATs/music_mat_wl4_CD/1-05 Bach_ Brandenburg Concerto #1 In F, BWV 1046 - Trio_MS2024.mat",,Rinaldo Alessandrini,Classical,music
253,data/musicCorp/CD/Arcade Fire/Arcade Fire/13 We Used To Wait.m4a,13 We Used To Wait,multi_Voi,1,1,5292000,44.1,120,0.0617233560090702,120,CD,STM_output/MATs/music_mat_wl4_CD/13 We Used To Wait_MS2024.mat,,Arcade Fire,Rock,music
254,"data/musicCorp/CD/Yo-Yo Ma/Bach_ Cello Suites [Disc 2]/2-04 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 4. Sarabande.m4a","2-04 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 4. Sarabande",cello,0,1,5292000,44.1,120,0.5886621315192744,120,CD,"STM_output/MATs/music_mat_wl4_CD/2-04 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 4. Sarabande_MS2024.mat",,Yo-Yo Ma,Classical,music
255,"data/musicCorp/CD/Yo-Yo Ma/Bach_ Cello Suites [Disc 2]/2-04 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 4. Sarabande.m4a","2-04 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 4. Sarabande",cello,0,1,5292000,44.1,120,0.5886621315192744,120,CD,"STM_output/MATs/music_mat_wl4_CD/2-04 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 4. Sarabande_MS2024.mat",,Yo-Yo Ma,Classical,music
256,"data/musicCorp/CD/Evgeny Kissin/Beethoven_ Moonlight Sonata Franck_ Prelude, Chorale _ Fugue, Etc_/16 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 1_ Var. 9.m4a","16 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 1_ Var. 9",piano,0,1,3528000,44.1,80,0.0126984126984126,80,CD,"STM_output/MATs/music_mat_wl4_CD/16 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 1_ Var. 9_MS2024.mat",,Evgeny Kissin,Classical,music
257,"data/musicCorp/CD/Yo-Yo Ma/Bach_ Cello Suites [Disc 2]/2-06 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 6. Gigue.m4a","2-06 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 6. Gigue",cello,0,1,5292000,44.1,120,0.1913832199546485,120,CD,"STM_output/MATs/music_mat_wl4_CD/2-06 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 6. Gigue_MS2024.mat",,Yo-Yo Ma,Classical,music
258,"data/musicCorp/CD/Yo-Yo Ma/Bach_ Cello Suites [Disc 2]/2-06 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 6. Gigue.m4a","2-06 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 6. Gigue",cello,0,1,5292000,44.1,120,0.1913832199546485,120,CD,"STM_output/MATs/music_mat_wl4_CD/2-06 Bach_ Cello Suite #2 In D Minor, BWV 1008 - 6. Gigue_MS2024.mat",,Yo-Yo Ma,Classical,music
259,data/musicCorp/CD/Arcade Fire/Arcade Fire/08 Half Light II (No Celebration).m4a,08 Half Light II (No Celebration),multi_Voi,1,1,5292000,44.1,120,0.0144217687074829,120,CD,STM_output/MATs/music_mat_wl4_CD/08 Half Light II (No Celebration)_MS2024.mat,,Arcade Fire,Rock,music
260,"data/musicCorp/CD/Yo-Yo Ma/Bach_ Cello Suites [Disc 1]/1-09 Bach_ Cello Suite #4 In E Flat, BWV 1010 - 3. Courante.m4a","1-09 Bach_ Cello Suite #4 In E Flat, BWV 1010 - 3. Courante",cello,0,1,5292000,44.1,120,0.1240136054421768,120,CD,"STM_output/MATs/music_mat_wl4_CD/1-09 Bach_ Cello Suite #4 In E Flat, BWV 1010 - 3. Courante_MS2024.mat",,Yo-Yo Ma,Classical,music
261,data/musicCorp/CD/Melia Watras/Viola Solo/09 Penderecki_ Cadenza Per Viola Sola.m4a,09 Penderecki_ Cadenza Per Viola Sola,viola,0,1,6350400,44.1,144,0.5648526077097505,120,CD,STM_output/MATs/music_mat_wl4_CD/09 Penderecki_ Cadenza Per Viola Sola_MS2024.mat,,Melia Watras,Classical,music
262,"data/musicCorp/CD/Evgeny Kissin/Beethoven_ Moonlight Sonata Franck_ Prelude, Chorale _ Fugue, Etc_/27 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 2_ Var. 6.m4a","27 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 2_ Var. 6",piano,0,1,882000,44.1,20,0.1081179138321995,20,CD,"STM_output/MATs/music_mat_wl4_CD/27 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 2_ Var. 6_MS2024.mat",,Evgeny Kissin,Classical,music
263,"data/musicCorp/CD/Rinaldo Alessandrini_ Concerto Italiano/Bach_ Brandenburg Concertos [Disc 2]/2-07 Bach_ Brandenburg Concerto #5 In D, BWV 1050 - Cadenza To 1st Mvt.m4a","2-07 Bach_ Brandenburg Concerto #5 In D, BWV 1050 - Cadenza To 1st Mvt",multi,0,1,4586400,44.1,104,0.1093424036281179,104,CD,"STM_output/MATs/music_mat_wl4_CD/2-07 Bach_ Brandenburg Concerto #5 In D, BWV 1050 - Cadenza To 1st Mvt_MS2024.mat",,Rinaldo Alessandrini,Classical,music
264,data/musicCorp/CD/Jaqueline Ros/The Complete Sonatas _ Partitas For Solo Violin Vol. II/04 BWV1004 IV. Giga.m4a,04 BWV1004 IV. Giga,violin,0,1,5292000,44.1,120,0.617687074829932,120,CD,STM_output/MATs/music_mat_wl4_CD/04 BWV1004 IV. Giga_MS2024.mat,,Jaqueline Ros,Classical,music
265,"data/musicCorp/CD/Helen Callus/J.S. Bach_ Six Cello Suites on Viola [Disc 1]/1-12 Suite No.2 in D minor, BWV 1008 _ VI. Gigue.m4a","1-12 Suite No.2 in D minor, BWV 1008 _ VI. Gigue",viola,0,1,5292000,44.1,120,0.1724036281179138,120,CD,"STM_output/MATs/music_mat_wl4_CD/1-12 Suite No.2 in D minor, BWV 1008 _ VI. Gigue_MS2024.mat",,Helen Callus,Classical,music
266,data/musicCorp/CD/The Beatles/1962-1966 [Disc 1]/1-02 Please Please Me.m4a,1-02 Please Please Me,multi_Voi,1,1,5292000,44.1,120,0.3768480725623582,116,CD,STM_output/MATs/music_mat_wl4_CD/1-02 Please Please Me_MS2024.mat,,The Beatles,Rock,music
267,data/musicCorp/CD/Dexter Gordon/Gettin_ Around/04 Shiny Stockings.m4a,04 Shiny Stockings,multi,0,1,5292000,44.1,120,0.453469387755102,120,CD,STM_output/MATs/music_mat_wl4_CD/04 Shiny Stockings_MS2024.mat,,Dexter Gordon,Jazz,music
268,data/musicCorp/CD/The Beatles/1967-1970 [Disc 2]/2-14 The Long And Winding Road.m4a,2-14 The Long And Winding Road,multi_Voi,1,1,5292000,44.1,120,0.5034240362811792,120,CD,STM_output/MATs/music_mat_wl4_CD/2-14 The Long And Winding Road_MS2024.mat,,The Beatles,Rock,music
269,"data/musicCorp/CD/Yo-Yo Ma/Bach_ Cello Suites [Disc 1]/1-07 Bach_ Cello Suite #4 In E Flat, BWV 1010 - 1. Prelude.m4a","1-07 Bach_ Cello Suite #4 In E Flat, BWV 1010 - 1. Prelude",cello,0,1,5292000,44.1,120,0.875578231292517,120,CD,"STM_output/MATs/music_mat_wl4_CD/1-07 Bach_ Cello Suite #4 In E Flat, BWV 1010 - 1. Prelude_MS2024.mat",,Yo-Yo Ma,Classical,music
270,"data/musicCorp/CD/Charles Mackerras_ Scottish Chamber Orchestra/Beethoven_ Symphonies [Disc 3]/3-01 Beethoven_ Symphony #5 In C Minor, Op. 67 - 1. Allegro Con Brio.m4a","3-01 Beethoven_ Symphony #5 In C Minor, Op. 67 - 1. Allegro Con Brio",multi,0,1,5292000,44.1,120,0.92437641723356,120,CD,"STM_output/MATs/music_mat_wl4_CD/3-01 Beethoven_ Symphony #5 In C Minor, Op. 67 - 1. Allegro Con Brio_MS2024.mat",,Charles Mackerras,Classical,music
271,"data/musicCorp/CD/Helen Callus/J.S. Bach_ Six Cello Suites on Viola [Disc 1]/1-05 Suite No.1 in G major, BWV 1007 _ V. Menuet I _ II.m4a","1-05 Suite No.1 in G major, BWV 1007 _ V. Menuet I _ II",viola,0,1,5292000,44.1,120,0.7202721088435374,120,CD,"STM_output/MATs/music_mat_wl4_CD/1-05 Suite No.1 in G major, BWV 1007 _ V. Menuet I _ II_MS2024.mat",,Helen Callus,Classical,music
272,data/musicCorp/CD/Lyon James And Marylene Dosse/French Romantic Women Composers/05 Vielle Chanson.m4a,05 Vielle Chanson,"violin, piano",0,1,5292000,44.1,120,0.3364399092970521,120,CD,STM_output/MATs/music_mat_wl4_CD/05 Vielle Chanson_MS2024.mat,,Lyon James And Marylene Dosse,Classical,music
273,"data/musicCorp/CD/Evgeny Kissin/Beethoven_ Moonlight Sonata Franck_ Prelude, Chorale _ Fugue, Etc_/31 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 2_ Var. 10.m4a","31 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 2_ Var. 10",piano,0,1,2116800,44.1,48,0.0968253968253968,48,CD,"STM_output/MATs/music_mat_wl4_CD/31 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 2_ Var. 10_MS2024.mat",,Evgeny Kissin,Classical,music
274,data/musicCorp/CD/U2/The Best Of 1980-1990/02 New Year_s Day.m4a,02 New Year_s Day,multi_Voi,1,1,5292000,44.1,120,0.1689795918367347,120,CD,STM_output/MATs/music_mat_wl4_CD/02 New Year_s Day_MS2024.mat,,U2,Rock,music
275,"data/musicCorp/CD/Evgeny Kissin/Beethoven_ Moonlight Sonata Franck_ Prelude, Chorale _ Fugue, Etc_/28 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 2_ Var. 7.m4a","28 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 2_ Var. 7",piano,0,1,705600,44.1,16,0.0831972789115646,16,CD,"STM_output/MATs/music_mat_wl4_CD/28 Brahms_ Variations On A Theme By Paganini, Op. 35 - Book 2_ Var. 7_MS2024.mat",,Evgeny Kissin,Classical,music
