,filepath,filename,LangOrInstru,VoiOrNot,startPoint,endPoint,FSkhz,expdur,maxsil,totalLengCur,corpus,mat_filename,speaker/artist,gender,genre
214,data/musicCorp/GarlandEncyclopedia/13 In The Pines.mp3,13 In The Pines,,1,1,5292000,44.1,120,0.7356689342403628,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/13 In The Pines_MS2024.mat,13 In The Pines,,world
215,data/musicCorp/GarlandEncyclopedia/23 Oboe And Kettledrum Music For Archery In ALadakh.mp3,23 Oboe And Kettledrum Music For Archery In ALadakh,,0,1,4586400,44.1,104,0.25945578231292515,100,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/23 Oboe And Kettledrum Music For Archery In ALadakh_MS2024.mat,23 Oboe And Kettledrum Music For Archery In ALadakh,,world
216,data/musicCorp/GarlandEncyclopedia/07 Yemeni Drumming From The Hadramawt.mp3,07 Yemeni Drumming From The Hadramawt,,0,1,3528000,44.1,80,0.8021768707482994,80,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/07 Yemeni Drumming From The Hadramawt_MS2024.mat,07 Yemeni Drumming From The Hadramawt,,world
217,data/musicCorp/GarlandEncyclopedia/12 Turaeg Tacemba Song.mp3,12 Turaeg Tacemba Song,,1,1,4233600,44.1,96,0.28467120181405897,92,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/12 Turaeg Tacemba Song_MS2024.mat,12 Turaeg Tacemba Song,,world
218,data/musicCorp/GarlandEncyclopedia/8-19 Portugal.mp3,8-19 Portugal,,1,1,4762800,44.1,108,0.991156462585034,100,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/8-19 Portugal_MS2024.mat,8-19 Portugal,,world
219,data/musicCorp/GarlandEncyclopedia/15 Asi Se Baila En Tejas.mp3,15 Asi Se Baila En Tejas,,0,1,4233600,44.1,96,0.3461451247165533,92,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/15 Asi Se Baila En Tejas_MS2024.mat,15 Asi Se Baila En Tejas,,world
220,"data/musicCorp/GarlandEncyclopedia/21 Sufyana Musiqi, Kashmir.mp3","21 Sufyana Musiqi, Kashmir",,1,1,4939200,44.1,112,0.4759637188208617,108,GarlandEncyclopedia,"STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/21 Sufyana Musiqi, Kashmir_MS2024.mat","21 Sufyana Musiqi, Kashmir",,world
221,data/musicCorp/GarlandEncyclopedia/06 Yemeni Highland Drumming.mp3,06 Yemeni Highland Drumming,,0,1,1411200,44.1,32,0.44378684807256236,32,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/06 Yemeni Highland Drumming_MS2024.mat,06 Yemeni Highland Drumming,,world
222,data/musicCorp/GarlandEncyclopedia/04 True Life Blues.mp3,04 True Life Blues,,1,1,5292000,44.1,120,0.36471655328798186,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/04 True Life Blues_MS2024.mat,04 True Life Blues,,world
223,data/musicCorp/GarlandEncyclopedia/8-20 Flamenco.mp3,8-20 Flamenco,,1,1,5292000,44.1,120,0.3517006802721088,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/8-20 Flamenco_MS2024.mat,8-20 Flamenco,,world
224,data/musicCorp/GarlandEncyclopedia/10 Song Of Happiness.mp3,10 Song Of Happiness,,1,1,2998800,44.1,68,0.568843537414966,64,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/10 Song Of Happiness_MS2024.mat,10 Song Of Happiness,,world
225,data/musicCorp/GarlandEncyclopedia/07 Lichiwayu Notch Flutes.mp3,07 Lichiwayu Notch Flutes,,0,1,4233600,44.1,96,0.29750566893424035,92,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/07 Lichiwayu Notch Flutes_MS2024.mat,07 Lichiwayu Notch Flutes,,world
226,data/musicCorp/GarlandEncyclopedia/24 Kurdish Dance Songs.mp3,24 Kurdish Dance Songs,,1,1,5292000,44.1,120,0.49002267573696145,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/24 Kurdish Dance Songs_MS2024.mat,24 Kurdish Dance Songs,,world
227,"data/musicCorp/GarlandEncyclopedia/22 _Di Vozi_ (A Gasping Man Climbs The Hill), Piece For Two Large Friction Blocks.mp3","22 _Di Vozi_ (A Gasping Man Climbs The Hill), Piece For Two Large Friction Blocks",,0,1,882000,44.1,20,0.0035374149659863946,12,GarlandEncyclopedia,"STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/22 _Di Vozi_ (A Gasping Man Climbs The Hill), Piece For Two Large Friction Blocks_MS2024.mat","22 _Di Vozi_ (A Gasping Man Climbs The Hill), Piece For Two Large Friction Blocks",,world
228,data/musicCorp/GarlandEncyclopedia/21 Manihiki.mp3,21 Manihiki,,1,1,5292000,44.1,120,0.4055328798185941,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/21 Manihiki_MS2024.mat,21 Manihiki,,world
229,"data/musicCorp/GarlandEncyclopedia/30 _Siquisiri,_ Son Jarocho.mp3","30 _Siquisiri,_ Son Jarocho",,1,1,5292000,44.1,120,0.24634920634920635,120,GarlandEncyclopedia,"STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/30 _Siquisiri,_ Son Jarocho_MS2024.mat","30 _Siquisiri,_ Son Jarocho",,world
230,data/musicCorp/GarlandEncyclopedia/19 Song For Repairing Water Channels In Barley Fields.mp3,19 Song For Repairing Water Channels In Barley Fields,,1,1,4762800,44.1,108,0.9879365079365079,104,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/19 Song For Repairing Water Channels In Barley Fields_MS2024.mat,19 Song For Repairing Water Channels In Barley Fields,,world
231,data/musicCorp/GarlandEncyclopedia/27 Festival De San Juan (Patronal Festival Of Saint John).mp3,27 Festival De San Juan (Patronal Festival Of Saint John),,1,1,4586400,44.1,104,0.247437641723356,100,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/27 Festival De San Juan (Patronal Festival Of Saint John)_MS2024.mat,27 Festival De San Juan (Patronal Festival Of Saint John),,world
232,data/musicCorp/GarlandEncyclopedia/05 Raga Hamsanandi.mp3,05 Raga Hamsanandi,,0,1,4762800,44.1,108,0.5419954648526077,104,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/05 Raga Hamsanandi_MS2024.mat,05 Raga Hamsanandi,,world
233,data/musicCorp/GarlandEncyclopedia/09 Rgvedic recitation by Nambudiri Brahmins.mp3,09 Rgvedic recitation by Nambudiri Brahmins,,1,1,4233600,44.1,96,0.3823809523809524,92,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/09 Rgvedic recitation by Nambudiri Brahmins_MS2024.mat,09 Rgvedic recitation by Nambudiri Brahmins,,world
234,data/musicCorp/GarlandEncyclopedia/54 Rapa Nui Popular Song.mp3,54 Rapa Nui Popular Song,,0,1,2998800,44.1,68,0.7337188208616781,68,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/54 Rapa Nui Popular Song_MS2024.mat,54 Rapa Nui Popular Song,,world
235,data/musicCorp/GarlandEncyclopedia/04 Classical Persian.mp3,04 Classical Persian,,0,1,5997600,44.1,136,0.9550793650793651,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/04 Classical Persian_MS2024.mat,04 Classical Persian,,world
236,data/musicCorp/GarlandEncyclopedia/06 Anlo-Ewe Kinka Drumming.mp3,06 Anlo-Ewe Kinka Drumming,,1,1,5292000,44.1,120,0.45782312925170066,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/06 Anlo-Ewe Kinka Drumming_MS2024.mat,06 Anlo-Ewe Kinka Drumming,,world
237,data/musicCorp/GarlandEncyclopedia/8-21 Italian Ballad.mp3,8-21 Italian Ballad,,1,1,3351600,44.1,76,0.8453741496598639,76,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/8-21 Italian Ballad_MS2024.mat,8-21 Italian Ballad,,world
238,data/musicCorp/GarlandEncyclopedia/03 Turkish Classical.mp3,03 Turkish Classical,,0,1,5997600,44.1,136,0.6366439909297053,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/03 Turkish Classical_MS2024.mat,03 Turkish Classical,,world
239,data/musicCorp/GarlandEncyclopedia/14 Baganda Akadinda Song.mp3,14 Baganda Akadinda Song,,0,1,5292000,44.1,120,0.3466439909297052,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/14 Baganda Akadinda Song_MS2024.mat,14 Baganda Akadinda Song,,world
240,data/musicCorp/GarlandEncyclopedia/29 Sot Wedding Song Of Balochistan.mp3,29 Sot Wedding Song Of Balochistan,,1,1,5292000,44.1,120,0.2522902494331066,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/29 Sot Wedding Song Of Balochistan_MS2024.mat,29 Sot Wedding Song Of Balochistan,,world
241,data/musicCorp/GarlandEncyclopedia/01 Fijian Club Dance (Meke I Wau).mp3,01 Fijian Club Dance (Meke I Wau),,1,1,3351600,44.1,76,0.6307029478458049,72,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/01 Fijian Club Dance (Meke I Wau)_MS2024.mat,01 Fijian Club Dance (Meke I Wau),,world
242,data/musicCorp/GarlandEncyclopedia/8-11 Iceland_ Song.mp3,8-11 Iceland_ Song,,1,1,3528000,44.1,80,0.8609070294784581,76,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/8-11 Iceland_ Song_MS2024.mat,8-11 Iceland_ Song,,world
243,"data/musicCorp/GarlandEncyclopedia/35 _Dice Desidera Arias_ (_According To Desidera Arias_), Merengue.mp3","35 _Dice Desidera Arias_ (_According To Desidera Arias_), Merengue",,1,1,5292000,44.1,120,0.24448979591836734,120,GarlandEncyclopedia,"STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/35 _Dice Desidera Arias_ (_According To Desidera Arias_), Merengue_MS2024.mat","35 _Dice Desidera Arias_ (_According To Desidera Arias_), Merengue",,world
244,data/musicCorp/GarlandEncyclopedia/14 Jodiya Pawa.mp3,14 Jodiya Pawa,,0,1,5292000,44.1,120,0.4204081632653061,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/14 Jodiya Pawa_MS2024.mat,14 Jodiya Pawa,,world
245,data/musicCorp/GarlandEncyclopedia/35 Dani Singing In Coordinate Monophony.mp3,35 Dani Singing In Coordinate Monophony,,1,1,4410000,44.1,100,0.47156462585034015,100,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/35 Dani Singing In Coordinate Monophony_MS2024.mat,35 Dani Singing In Coordinate Monophony,,world
246,data/musicCorp/GarlandEncyclopedia/12 Accompanied Cakepung Song _Pemungkah_ (Bali).mp3,12 Accompanied Cakepung Song _Pemungkah_ (Bali),,1,1,5292000,44.1,120,0.4863265306122449,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/12 Accompanied Cakepung Song _Pemungkah_ (Bali)_MS2024.mat,12 Accompanied Cakepung Song _Pemungkah_ (Bali),,world
247,data/musicCorp/GarlandEncyclopedia/03 Exhortation.mp3,03 Exhortation,,1,1,4233600,44.1,96,0.9117006802721088,92,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/03 Exhortation_MS2024.mat,03 Exhortation,,world
248,"data/musicCorp/GarlandEncyclopedia/31 _Amalihani,_ The Central Rite Of Ancestor Placation In A Garifuna Family Dugu Ceremony.mp3","31 _Amalihani,_ The Central Rite Of Ancestor Placation In A Garifuna Family Dugu Ceremony",,1,1,5292000,44.1,120,0.2454421768707483,120,GarlandEncyclopedia,"STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/31 _Amalihani,_ The Central Rite Of Ancestor Placation In A Garifuna Family Dugu Ceremony_MS2024.mat","31 _Amalihani,_ The Central Rite Of Ancestor Placation In A Garifuna Family Dugu Ceremony",,world
249,data/musicCorp/GarlandEncyclopedia/10 _E Yo Yara Waya_ Chimbu Courtship Song (Kaungo).mp3,10 _E Yo Yara Waya_ Chimbu Courtship Song (Kaungo),,1,1,2293200,44.1,52,0.5421541950113379,52,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/10 _E Yo Yara Waya_ Chimbu Courtship Song (Kaungo)_MS2024.mat,10 _E Yo Yara Waya_ Chimbu Courtship Song (Kaungo),,world
250,data/musicCorp/GarlandEncyclopedia/16 Somali Caayar Excerpt 2.mp3,16 Somali Caayar Excerpt 2,,1,1,2822400,44.1,64,0.5718140589569161,60,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/16 Somali Caayar Excerpt 2_MS2024.mat,16 Somali Caayar Excerpt 2,,world
251,"data/musicCorp/GarlandEncyclopedia/03 Kao Shan Liu Shui [Gao Shan Liushui] _High Mountain, Flowing Stream_.mp3","03 Kao Shan Liu Shui [Gao Shan Liushui] _High Mountain, Flowing Stream_",,0,1,5292000,44.1,120,0.19151927437641722,116,GarlandEncyclopedia,"STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/03 Kao Shan Liu Shui [Gao Shan Liushui] _High Mountain, Flowing Stream__MS2024.mat","03 Kao Shan Liu Shui [Gao Shan Liushui] _High Mountain, Flowing Stream_",,world
252,"data/musicCorp/GarlandEncyclopedia/02 Yakuana Male Shaman_s Curing Song, Excerpt.mp3","02 Yakuana Male Shaman_s Curing Song, Excerpt",,1,1,2822400,44.1,64,0.3440362811791383,60,GarlandEncyclopedia,"STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/02 Yakuana Male Shaman_s Curing Song, Excerpt_MS2024.mat","02 Yakuana Male Shaman_s Curing Song, Excerpt",,world
253,"data/musicCorp/GarlandEncyclopedia/10 _Lunesta, Martesta_ (_Mondays, Tuesdays_).mp3","10 _Lunesta, Martesta_ (_Mondays, Tuesdays_)",,1,1,5292000,44.1,120,0.24365079365079365,120,GarlandEncyclopedia,"STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/10 _Lunesta, Martesta_ (_Mondays, Tuesdays_)_MS2024.mat","10 _Lunesta, Martesta_ (_Mondays, Tuesdays_)",,world
254,data/musicCorp/GarlandEncyclopedia/23 Piece For Small Friction Block.mp3,23 Piece For Small Friction Block,,0,1,882000,44.1,20,0.7037868480725623,20,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/23 Piece For Small Friction Block_MS2024.mat,23 Piece For Small Friction Block,,world
255,data/musicCorp/GarlandEncyclopedia/19 Qurba _bagpipe_ Dance At A Wedding In Oman.mp3,19 Qurba _bagpipe_ Dance At A Wedding In Oman,,1,441001,5733000,44.1,120,0.002653061224489796,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/19 Qurba _bagpipe_ Dance At A Wedding In Oman_MS2024.mat,19 Qurba _bagpipe_ Dance At A Wedding In Oman,,world
256,data/musicCorp/GarlandEncyclopedia/24 Gending Erhu.mp3,24 Gending Erhu,,0,1,5292000,44.1,120,0.38709750566893425,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/24 Gending Erhu_MS2024.mat,24 Gending Erhu,,world
257,data/musicCorp/GarlandEncyclopedia/8-27 Russian Song With Balalaika.mp3,8-27 Russian Song With Balalaika,,1,1,3175200,44.1,72,0.08707482993197278,68,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/8-27 Russian Song With Balalaika_MS2024.mat,8-27 Russian Song With Balalaika,,world
258,data/musicCorp/GarlandEncyclopedia/20 Shona Munyonga Mbira Song.mp3,20 Shona Munyonga Mbira Song,,1,1,5292000,44.1,120,0.24798185941043083,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/20 Shona Munyonga Mbira Song_MS2024.mat,20 Shona Munyonga Mbira Song,,world
259,"data/musicCorp/GarlandEncyclopedia/26 Paraja Antiphonal Courtship Song, Orissa.mp3","26 Paraja Antiphonal Courtship Song, Orissa",,1,1,5292000,44.1,120,0.30882086167800454,120,GarlandEncyclopedia,"STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/26 Paraja Antiphonal Courtship Song, Orissa_MS2024.mat","26 Paraja Antiphonal Courtship Song, Orissa",,world
260,"data/musicCorp/GarlandEncyclopedia/16 Lotus Pond, A Pleasant Place To Be.mp3","16 Lotus Pond, A Pleasant Place To Be",,1,1,5292000,44.1,120,0.3078004535147392,120,GarlandEncyclopedia,"STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/16 Lotus Pond, A Pleasant Place To Be_MS2024.mat","16 Lotus Pond, A Pleasant Place To Be",,world
261,data/musicCorp/GarlandEncyclopedia/24 Sounds Of A Small Swung Slat.mp3,24 Sounds Of A Small Swung Slat,,0,1,1058400,44.1,24,0.6212471655328798,20,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/24 Sounds Of A Small Swung Slat_MS2024.mat,24 Sounds Of A Small Swung Slat,,world
262,data/musicCorp/GarlandEncyclopedia/12 Eastern Christian Chant.mp3,12 Eastern Christian Chant,,1,1,5821200,44.1,132,0.8715192743764172,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/12 Eastern Christian Chant_MS2024.mat,12 Eastern Christian Chant,,world
263,data/musicCorp/GarlandEncyclopedia/8-16 Latvia_ Song With Moveable Drone.mp3,8-16 Latvia_ Song With Moveable Drone,,1,1,2293200,44.1,52,0.3565079365079365,52,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/8-16 Latvia_ Song With Moveable Drone_MS2024.mat,8-16 Latvia_ Song With Moveable Drone,,world
264,data/musicCorp/GarlandEncyclopedia/18 Sounds Of A Huli Two-Stringed Musical Bow (Gawa).mp3,18 Sounds Of A Huli Two-Stringed Musical Bow (Gawa),,1,1,1411200,44.1,32,0.42793650793650795,28,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/18 Sounds Of A Huli Two-Stringed Musical Bow (Gawa)_MS2024.mat,18 Sounds Of A Huli Two-Stringed Musical Bow (Gawa),,world
265,data/musicCorp/GarlandEncyclopedia/8-23 Austrian Yodel.mp3,8-23 Austrian Yodel,,1,1,5292000,44.1,120,0.9602721088435374,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/8-23 Austrian Yodel_MS2024.mat,8-23 Austrian Yodel,,world
266,data/musicCorp/GarlandEncyclopedia/13 Tongan Coordinate Polyphony.mp3,13 Tongan Coordinate Polyphony,,1,1,4939200,44.1,112,0.926031746031746,96,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/13 Tongan Coordinate Polyphony_MS2024.mat,13 Tongan Coordinate Polyphony,,world
267,data/musicCorp/GarlandEncyclopedia/27 Mukaizi.mp3,27 Mukaizi,,0,1,5644800,44.1,128,0.974671201814059,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/27 Mukaizi_MS2024.mat,27 Mukaizi,,world
268,data/musicCorp/GarlandEncyclopedia/12 Mocambique.mp3,12 Mocambique,,1,1,3528000,44.1,80,0.7350340136054422,80,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/12 Mocambique_MS2024.mat,12 Mocambique,,world
269,data/musicCorp/GarlandEncyclopedia/12 Anutan Lament For A Father (Puatanga O Te Pa).mp3,12 Anutan Lament For A Father (Puatanga O Te Pa),,1,1,3175200,44.1,72,0.6607936507936508,72,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/12 Anutan Lament For A Father (Puatanga O Te Pa)_MS2024.mat,12 Anutan Lament For A Father (Puatanga O Te Pa),,world
270,data/musicCorp/GarlandEncyclopedia/28 Kumoi Rokudan _High-Pitched Melody_.mp3,28 Kumoi Rokudan _High-Pitched Melody_,,0,1,5292000,44.1,120,0.8683673469387755,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/28 Kumoi Rokudan _High-Pitched Melody__MS2024.mat,28 Kumoi Rokudan _High-Pitched Melody_,,world
271,data/musicCorp/GarlandEncyclopedia/18 BaAke Pygmy Song Makala.mp3,18 BaAke Pygmy Song Makala,,1,1,5292000,44.1,120,0.4777777777777778,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/18 BaAke Pygmy Song Makala_MS2024.mat,18 BaAke Pygmy Song Makala,,world
272,data/musicCorp/GarlandEncyclopedia/15 Santa Cruz Three-Line Strophic Song.mp3,15 Santa Cruz Three-Line Strophic Song,,1,1,1940400,44.1,44,0.0091156462585034,40,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/15 Santa Cruz Three-Line Strophic Song_MS2024.mat,15 Santa Cruz Three-Line Strophic Song,,world
273,data/musicCorp/GarlandEncyclopedia/13 Berber Women_s Wedding Song From The Anti-Atlas.mp3,13 Berber Women_s Wedding Song From The Anti-Atlas,,1,1,3528000,44.1,80,0.9343537414965987,80,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/13 Berber Women_s Wedding Song From The Anti-Atlas_MS2024.mat,13 Berber Women_s Wedding Song From The Anti-Atlas,,world
274,data/musicCorp/GarlandEncyclopedia/03 Classical Pinn Peat Dance Piece _Thep Monorom_ (Cambodia).mp3,03 Classical Pinn Peat Dance Piece _Thep Monorom_ (Cambodia),,1,1,5292000,44.1,120,0.39616780045351474,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/03 Classical Pinn Peat Dance Piece _Thep Monorom_ (Cambodia)_MS2024.mat,03 Classical Pinn Peat Dance Piece _Thep Monorom_ (Cambodia),,world
275,data/musicCorp/GarlandEncyclopedia/20 Sounds Of A Susap.mp3,20 Sounds Of A Susap,,0,1,3528000,44.1,80,0.5394104308390023,80,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/20 Sounds Of A Susap_MS2024.mat,20 Sounds Of A Susap,,world
276,data/musicCorp/GarlandEncyclopedia/34 Jewish-Yemenite Priests_ Blessing.mp3,34 Jewish-Yemenite Priests_ Blessing,,1,1,5292000,44.1,120,0.17147392290249433,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/34 Jewish-Yemenite Priests_ Blessing_MS2024.mat,34 Jewish-Yemenite Priests_ Blessing,,world
277,data/musicCorp/GarlandEncyclopedia/29 Arirang (Korean folk song).mp3,29 Arirang (Korean folk song),,1,1,4586400,44.1,104,0.05414965986394558,104,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/29 Arirang (Korean folk song)_MS2024.mat,29 Arirang (Korean folk song),,world
278,data/musicCorp/GarlandEncyclopedia/13 Shau See Yuen _The Search In The Schoolhouse_.mp3,13 Shau See Yuen _The Search In The Schoolhouse_,,1,1,5292000,44.1,120,0.8409297052154195,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/13 Shau See Yuen _The Search In The Schoolhouse__MS2024.mat,13 Shau See Yuen _The Search In The Schoolhouse_,,world
279,data/musicCorp/GarlandEncyclopedia/46 _Te Kaurea Ma Atuna_ Kiribati Secular Choral Song (Kuaea).mp3,46 _Te Kaurea Ma Atuna_ Kiribati Secular Choral Song (Kuaea),,1,1,3880800,44.1,88,0.44374149659863943,88,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/46 _Te Kaurea Ma Atuna_ Kiribati Secular Choral Song (Kuaea)_MS2024.mat,46 _Te Kaurea Ma Atuna_ Kiribati Secular Choral Song (Kuaea),,world
280,"data/musicCorp/GarlandEncyclopedia/29 Kazakh Epic Song, Zhyr.mp3","29 Kazakh Epic Song, Zhyr",,1,1,5292000,44.1,120,0.3766213151927438,120,GarlandEncyclopedia,"STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/29 Kazakh Epic Song, Zhyr_MS2024.mat","29 Kazakh Epic Song, Zhyr",,world
281,data/musicCorp/GarlandEncyclopedia/8-36 Montenegro_ Muslin Albanian Circumcision Song.mp3,8-36 Montenegro_ Muslin Albanian Circumcision Song,,1,1,3351600,44.1,76,0.11215419501133787,76,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/8-36 Montenegro_ Muslin Albanian Circumcision Song_MS2024.mat,8-36 Montenegro_ Muslin Albanian Circumcision Song,,world
282,"data/musicCorp/GarlandEncyclopedia/06 Samoan Preformance Of The Gloria, An Oedinary Text Of The Mass.mp3","06 Samoan Preformance Of The Gloria, An Oedinary Text Of The Mass",,1,1,3351600,44.1,76,0.5028798185941044,72,GarlandEncyclopedia,"STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/06 Samoan Preformance Of The Gloria, An Oedinary Text Of The Mass_MS2024.mat","06 Samoan Preformance Of The Gloria, An Oedinary Text Of The Mass",,world
283,data/musicCorp/GarlandEncyclopedia/15 Somali Caayar Excerpt 1.mp3,15 Somali Caayar Excerpt 1,,1,1,5292000,44.1,120,0.389750566893424,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/15 Somali Caayar Excerpt 1_MS2024.mat,15 Somali Caayar Excerpt 1,,world
284,data/musicCorp/GarlandEncyclopedia/8-37 Bosnian Lullaby.mp3,8-37 Bosnian Lullaby,,1,1,3704400,44.1,84,0.8329024943310658,72,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/8-37 Bosnian Lullaby_MS2024.mat,8-37 Bosnian Lullaby,,world
285,data/musicCorp/GarlandEncyclopedia/8-08 Scotland_ A Child Ballad _Barbara Allen_ [Child 84].mp3,8-08 Scotland_ A Child Ballad _Barbara Allen_ [Child 84],,1,1,5468400,44.1,124,0.783469387755102,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/8-08 Scotland_ A Child Ballad _Barbara Allen_ [Child 84]_MS2024.mat,8-08 Scotland_ A Child Ballad _Barbara Allen_ [Child 84],,world
286,data/musicCorp/GarlandEncyclopedia/18 Akatamak _The Beautiful White Neck_.mp3,18 Akatamak _The Beautiful White Neck_,,1,1,5292000,44.1,120,0.17453514739229026,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/18 Akatamak _The Beautiful White Neck__MS2024.mat,18 Akatamak _The Beautiful White Neck_,,world
287,data/musicCorp/GarlandEncyclopedia/08 Haste To The Wedding.mp3,08 Haste To The Wedding,,1,441001,2734200,44.1,52,0.17399092970521543,48,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/08 Haste To The Wedding_MS2024.mat,08 Haste To The Wedding,,world
288,data/musicCorp/GarlandEncyclopedia/8-22 Sardinia_ Serious Dance.mp3,8-22 Sardinia_ Serious Dance,,1,1,5292000,44.1,120,0.11489795918367347,120,GarlandEncyclopedia,STM_output/MATs/music_mat_wl4_GarlandEncyclopedia/8-22 Sardinia_ Serious Dance_MS2024.mat,8-22 Sardinia_ Serious Dance,,world
